zip,Zipcode name,City,State,County Name
62370,"ROCKPORT, IL",ROCKPORT,IL,PIKE
61072,"ROCKTON, IL",ROCKTON,IL,WINNEBAGO
62280,"ROCKWOOD, IL",ROCKWOOD,IL,RANDOLPH
60008,"ROLLING MEADOWS, IL",ROLLING MEADOWS,IL,COOK
61562,"ROME, IL",ROME,IL,PEORIA
60446,"ROMEOVILLE, IL",ROMEOVILLE,IL,WILL
62082,"ROODHOUSE, IL",ROODHOUSE,IL,GREENE
62083,"ROSAMOND, IL",ROSAMOND,IL,CHRISTIAN
61073,"ROSCOE, IL",ROSCOE,IL,WINNEBAGO
60172,"ROSELLE, IL",ROSELLE,IL,DUPAGE
61473,"ROSEVILLE, IL",ROSEVILLE,IL,WARREN
62982,"ROSICLARE, IL",ROSICLARE,IL,HARDIN
60963,"ROSSVILLE, IL",ROSSVILLE,IL,VERMILION
60073,"ROUND LAKE, IL",ROUND LAKE,IL,LAKE
62084,"ROXANA, IL",ROXANA,IL,MADISON
61871,"ROYAL, IL",ROYAL,IL,CHAMPAIGN
62983,"ROYALTON, IL",ROYALTON,IL,FRANKLIN
62681,"RUSHVILLE, IL",RUSHVILLE,IL,SCHUYLER
60075,"RUSSELL, IL",RUSSELL,IL,LAKE
61358,"RUTLAND, IL",RUTLAND,IL,LA SALLE
61872,"SADORUS, IL",SADORUS,IL,CHAMPAIGN
62879,"SAILOR SPRINGS, IL",SAILOR SPRINGS,IL,CLAY
60964,"SAINT ANNE, IL",SAINT ANNE,IL,KANKAKEE
61474,"SAINT AUGUSTINE, IL",SAINT AUGUSTINE,IL,KNOX
60174,"SAINT CHARLES, IL",SAINT CHARLES,IL,KANE
60175,"SAINT CHARLES, IL",SAINT CHARLES,IL,KANE
61563,"SAINT DAVID, IL",SAINT DAVID,IL,FULTON
62458,"SAINT ELMO, IL",SAINT ELMO,IL,FAYETTE
62460,"SAINT FRANCISVILLE, IL",SAINT FRANCISVILLE,IL,LAWRENCE
62281,"SAINT JACOB, IL",SAINT JACOB,IL,MADISON
61873,"SAINT JOSEPH, IL",SAINT JOSEPH,IL,CHAMPAIGN
62282,"SAINT LIBORY, IL",SAINT LIBORY,IL,SAINT CLAIR
62880,"SAINT PETER, IL",SAINT PETER,IL,FAYETTE
62459,"SAINTE MARIE, IL",SAINTE MARIE,IL,JASPER
62881,"SALEM, IL",SALEM,IL,MARION
62682,"SAN JOSE, IL",SAN JOSE,IL,MASON
62882,"SANDOVAL, IL",SANDOVAL,IL,MARION
60548,"SANDWICH, IL",SANDWICH,IL,DEKALB
61769,"SAUNEMIN, IL",SAUNEMIN,IL,LIVINGSTON
61074,"SAVANNA, IL",SAVANNA,IL,CARROLL
61874,"SAVOY, IL",SAVOY,IL,CHAMPAIGN
61770,"SAYBROOK, IL",SAYBROOK,IL,MCLEAN
61075,"SCALES MOUND, IL",SCALES MOUND,IL,JO DAVIESS
60159,"SCHAUMBURG, IL",SCHAUMBURG,IL,COOK
60168,"SCHAUMBURG, IL",SCHAUMBURG,IL,COOK
60173,"SCHAUMBURG, IL",SCHAUMBURG,IL,COOK
60193,"SCHAUMBURG, IL",SCHAUMBURG,IL,COOK
60194,"SCHAUMBURG, IL",SCHAUMBURG,IL,COOK
60195,"SCHAUMBURG, IL",SCHAUMBURG,IL,COOK
60196,"SCHAUMBURG, IL",SCHAUMBURG,IL,COOK
62883,"SCHELLER, IL",SCHELLER,IL,JEFFERSON
60176,"SCHILLER PARK, IL",SCHILLER PARK,IL,COOK
61475,"SCIOTA, IL",SCIOTA,IL,MCDONOUGH
62225,"SCOTT AIR FORCE BASE, IL",SCOTT AIR FORCE BASE,IL,SAINT CLAIR
61476,"SEATON, IL",SEATON,IL,MERCER
61359,"SEATONVILLE, IL",SEATONVILLE,IL,BUREAU
61771,"SECOR, IL",SECOR,IL,WOODFORD
61360,"SENECA, IL",SENECA,IL,LA SALLE
60549,"SERENA, IL",SERENA,IL,LA SALLE
62884,"SESSER, IL",SESSER,IL,FRANKLIN
61077,"SEWARD, IL",SEWARD,IL,WINNEBAGO
61875,"SEYMOUR, IL",SEYMOUR,IL,CHAMPAIGN
60550,"SHABBONA, IL",SHABBONA,IL,DEKALB
61078,"SHANNON, IL",SHANNON,IL,CARROLL
62984,"SHAWNEETOWN, IL",SHAWNEETOWN,IL,GALLATIN
61361,"SHEFFIELD, IL",SHEFFIELD,IL,BUREAU
62565,"SHELBYVILLE, IL",SHELBYVILLE,IL,SHELBY
60966,"SHELDON, IL",SHELDON,IL,IROQUOIS
60551,"SHERIDAN, IL",SHERIDAN,IL,LA SALLE
62684,"SHERMAN, IL",SHERMAN,IL,SANGAMON
61281,"SHERRARD, IL",SHERRARD,IL,MERCER
62685,"SHIPMAN, IL",SHIPMAN,IL,MACOUPIN
61079,"SHIRLAND, IL",SHIRLAND,IL,WINNEBAGO
61772,"SHIRLEY, IL",SHIRLEY,IL,MCLEAN
62885,"SHOBONIER, IL",SHOBONIER,IL,FAYETTE
60404,"SHOREWOOD, IL",SHOREWOOD,IL,WILL
62461,"SHUMWAY, IL",SHUMWAY,IL,EFFINGHAM
61773,"SIBLEY, IL",SIBLEY,IL,FORD
61876,"SIDELL, IL",SIDELL,IL,VERMILION
61877,"SIDNEY, IL",SIDNEY,IL,CHAMPAIGN
62462,"SIGEL, IL",SIGEL,IL,SHELBY
61282,"SILVIS, IL",SILVIS,IL,ROCK ISLAND
62985,"SIMPSON, IL",SIMPSON,IL,JOHNSON
62886,"SIMS, IL",SIMS,IL,WAYNE
60076,"SKOKIE, IL",SKOKIE,IL,COOK
60077,"SKOKIE, IL",SKOKIE,IL,COOK
62284,"SMITHBORO, IL",SMITHBORO,IL,BOND
61477,"SMITHFIELD, IL",SMITHFIELD,IL,FULTON
61478,"SMITHSHIRE, IL",SMITHSHIRE,IL,WARREN
62285,"SMITHTON, IL",SMITHTON,IL,SAINT CLAIR
60552,"SOMONAUK, IL",SOMONAUK,IL,DEKALB
62086,"SORENTO, IL",SORENTO,IL,BOND
61080,"SOUTH BELOIT, IL",SOUTH BELOIT,IL,WINNEBAGO
60177,"SOUTH ELGIN, IL",SOUTH ELGIN,IL,KANE
60473,"SOUTH HOLLAND, IL",SOUTH HOLLAND,IL,COOK
61564,"SOUTH PEKIN, IL",SOUTH PEKIN,IL,TAZEWELL
62087,"SOUTH ROXANA, IL",SOUTH ROXANA,IL,MADISON
60474,"SOUTH WILMINGTON, IL",SOUTH WILMINGTON,IL,GRUNDY
61565,"SPARLAND, IL",SPARLAND,IL,MARSHALL
62286,"SPARTA, IL",SPARTA,IL,RANDOLPH
61479,"SPEER, IL",SPEER,IL,STARK
60081,"SPRING GROVE, IL",SPRING GROVE,IL,MCHENRY
61362,"SPRING VALLEY, IL",SPRING VALLEY,IL,BUREAU
62887,"SPRINGERTON, IL",SPRINGERTON,IL,WHITE
62701,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62702,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62703,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62704,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62705,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62706,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62707,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62708,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62711,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62712,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62715,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62739,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62756,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62764,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62769,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62781,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62786,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62791,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
62794,"SPRINGFIELD, IL",SPRINGFIELD,IL,SANGAMON
61363,"STANDARD, IL",STANDARD,IL,PUTNAM
61774,"STANFORD, IL",STANFORD,IL,MCLEAN
62088,"STAUNTON, IL",STAUNTON,IL,MACOUPIN
62288,"STEELEVILLE, IL",STEELEVILLE,IL,RANDOLPH
60475,"STEGER, IL",STEGER,IL,COOK
61081,"STERLING, IL",STERLING,IL,WHITESIDE
60553,"STEWARD, IL",STEWARD,IL,LEE
62463,"STEWARDSON, IL",STEWARDSON,IL,SHELBY
61084,"STILLMAN VALLEY, IL",STILLMAN VALLEY,IL,OGLE
60967,"STOCKLAND, IL",STOCKLAND,IL,IROQUOIS
61085,"STOCKTON, IL",STOCKTON,IL,JO DAVIESS
60165,"STONE PARK, IL",STONE PARK,IL,COOK
62987,"STONEFORT, IL",STONEFORT,IL,SALINE
62567,"STONINGTON, IL",STONINGTON,IL,CHRISTIAN
62464,"STOY, IL",STOY,IL,CRAWFORD
62465,"STRASBURG, IL",STRASBURG,IL,SHELBY
61775,"STRAWN, IL",STRAWN,IL,LIVINGSTON
60107,"STREAMWOOD, IL",STREAMWOOD,IL,COOK
61364,"STREATOR, IL",STREATOR,IL,LA SALLE
61311,"STREATOR, IL",STREATOR,IL,LIVINGSTON
61480,"STRONGHURST, IL",STRONGHURST,IL,HENDERSON
61367,"SUBLETTE, IL",SUBLETTE,IL,LEE
60554,"SUGAR GROVE, IL",SUGAR GROVE,IL,KANE
61951,"SULLIVAN, IL",SULLIVAN,IL,MOULTRIE
62289,"SUMMERFIELD, IL",SUMMERFIELD,IL,SAINT CLAIR
60501,"SUMMIT ARGO, IL",SUMMIT ARGO,IL,COOK
62466,"SUMNER, IL",SUMNER,IL,LAWRENCE
62373,"SUTTER, IL",SUTTER,IL,HANCOCK
60178,"SYCAMORE, IL",SYCAMORE,IL,DEKALB
61482,"TABLE GROVE, IL",TABLE GROVE,IL,FULTON
62688,"TALLULA, IL",TALLULA,IL,MENARD
62888,"TAMAROA, IL",TAMAROA,IL,PERRY
62988,"TAMMS, IL",TAMMS,IL,ALEXANDER
61283,"TAMPICO, IL",TAMPICO,IL,WHITESIDE
61284,"TAYLOR RIDGE, IL",TAYLOR RIDGE,IL,ROCK ISLAND
62089,"TAYLOR SPRINGS, IL",TAYLOR SPRINGS,IL,MONTGOMERY
62568,"TAYLORVILLE, IL",TAYLORVILLE,IL,CHRISTIAN
60082,"TECHNY, IL",TECHNY,IL,COOK
62374,"TENNESSEE, IL",TENNESSEE,IL,MCDONOUGH
62467,"TEUTOPOLIS, IL",TEUTOPOLIS,IL,EFFINGHAM
62889,"TEXICO, IL",TEXICO,IL,JEFFERSON
60968,"THAWVILLE, IL",THAWVILLE,IL,IROQUOIS
62689,"THAYER, IL",THAYER,IL,SANGAMON
62990,"THEBES, IL",THEBES,IL,ALEXANDER
61878,"THOMASBORO, IL",THOMASBORO,IL,CHAMPAIGN
62890,"THOMPSONVILLE, IL",THOMPSONVILLE,IL,FRANKLIN
61285,"THOMSON, IL",THOMSON,IL,CARROLL
60476,"THORNTON, IL",THORNTON,IL,COOK
62292,"TILDEN, IL",TILDEN,IL,RANDOLPH
61833,"TILTON, IL",TILTON,IL,VERMILION
62375,"TIMEWELL, IL",TIMEWELL,IL,BROWN
60477,"TINLEY PARK, IL",TINLEY PARK,IL,COOK
60487,"TINLEY PARK, IL",TINLEY PARK,IL,COOK
61368,"TISKILWA, IL",TISKILWA,IL,BUREAU
62468,"TOLEDO, IL",TOLEDO,IL,CUMBERLAND
61880,"TOLONO, IL",TOLONO,IL,CHAMPAIGN
61369,"TOLUCA, IL",TOLUCA,IL,MARSHALL
61370,"TONICA, IL",TONICA,IL,LA SALLE
61567,"TOPEKA, IL",TOPEKA,IL,MASON
61483,"TOULON, IL",TOULON,IL,STARK
62570,"TOVEY, IL",TOVEY,IL,CHRISTIAN
61776,"TOWANDA, IL",TOWANDA,IL,MCLEAN
62571,"TOWER HILL, IL",TOWER HILL,IL,SHELBY
61568,"TREMONT, IL",TREMONT,IL,TAZEWELL
62293,"TRENTON, IL",TRENTON,IL,CLINTON
62469,"TRILLA, IL",TRILLA,IL,COLES
61371,"TRIUMPH, IL",TRIUMPH,IL,LA SALLE
61569,"TRIVOLI, IL",TRIVOLI,IL,PEORIA
62294,"TROY, IL",TROY,IL,MADISON
61372,"TROY GROVE, IL",TROY GROVE,IL,LA SALLE
61953,"TUSCOLA, IL",TUSCOLA,IL,DOUGLAS
62992,"ULLIN, IL",ULLIN,IL,PULASKI
60180,"UNION, IL",UNION,IL,MCHENRY
60969,"UNION HILL, IL",UNION HILL,IL,KANKAKEE
60484,"UNIVERSITY PARK, IL",UNIVERSITY PARK,IL,WILL
61801,"URBANA, IL",URBANA,IL,CHAMPAIGN
61802,"URBANA, IL",URBANA,IL,CHAMPAIGN
61803,"URBANA, IL",URBANA,IL,CHAMPAIGN
62376,"URSA, IL",URSA,IL,ADAMS
61373,"UTICA, IL",UTICA,IL,LA SALLE
62891,"VALIER, IL",VALIER,IL,FRANKLIN
62295,"VALMEYER, IL",VALMEYER,IL,MONROE
61374,"VAN ORIN, IL",VAN ORIN,IL,BUREAU
62471,"VANDALIA, IL",VANDALIA,IL,FAYETTE
61375,"VARNA, IL",VARNA,IL,MARSHALL
62090,"VENICE, IL",VENICE,IL,MADISON
62994,"VERGENNES, IL",VERGENNES,IL,JACKSON
61955,"VERMILION, IL",VERMILION,IL,EDGAR
61484,"VERMONT, IL",VERMONT,IL,FULTON
62892,"VERNON, IL",VERNON,IL,MARION
60061,"VERNON HILLS, IL",VERNON HILLS,IL,LAKE
60479,"VERONA, IL",VERONA,IL,GRUNDY
62378,"VERSAILLES, IL",VERSAILLES,IL,BROWN
61485,"VICTORIA, IL",VICTORIA,IL,KNOX
62995,"VIENNA, IL",VIENNA,IL,JOHNSON
61956,"VILLA GROVE, IL",VILLA GROVE,IL,DOUGLAS
60181,"VILLA PARK, IL",VILLA PARK,IL,DUPAGE
62996,"VILLA RIDGE, IL",VILLA RIDGE,IL,PULASKI
61486,"VIOLA, IL",VIOLA,IL,MERCER
62690,"VIRDEN, IL",VIRDEN,IL,MACOUPIN
62691,"VIRGINIA, IL",VIRGINIA,IL,CASS
60083,"WADSWORTH, IL",WADSWORTH,IL,LAKE
62572,"WAGGONER, IL",WAGGONER,IL,MONTGOMERY
61376,"WALNUT, IL",WALNUT,IL,BUREAU
62893,"WALNUT HILL, IL",WALNUT HILL,IL,MARION
62297,"WALSH, IL",WALSH,IL,RANDOLPH
62091,"WALSHVILLE, IL",WALSHVILLE,IL,MONTGOMERY
62894,"WALTONVILLE, IL",WALTONVILLE,IL,JEFFERSON
61777,"WAPELLA, IL",WAPELLA,IL,DEWITT
61087,"WARREN, IL",WARREN,IL,JO DAVIESS
62573,"WARRENSBURG, IL",WARRENSBURG,IL,MACON
60555,"WARRENVILLE, IL",WARRENVILLE,IL,DUPAGE
62379,"WARSAW, IL",WARSAW,IL,HANCOCK
60183,"WASCO, IL",WASCO,IL,KANE
61570,"WASHBURN, IL",WASHBURN,IL,MARSHALL
61571,"WASHINGTON, IL",WASHINGTON,IL,TAZEWELL
61488,"WATAGA, IL",WATAGA,IL,KNOX
62298,"WATERLOO, IL",WATERLOO,IL,MONROE
60556,"WATERMAN, IL",WATERMAN,IL,DEKALB
60970,"WATSEKA, IL",WATSEKA,IL,IROQUOIS
62473,"WATSON, IL",WATSON,IL,EFFINGHAM
60084,"WAUCONDA, IL",WAUCONDA,IL,LAKE
60079,"WAUKEGAN, IL",WAUKEGAN,IL,LAKE
60085,"WAUKEGAN, IL",WAUKEGAN,IL,LAKE
60087,"WAUKEGAN, IL",WAUKEGAN,IL,LAKE
62692,"WAVERLY, IL",WAVERLY,IL,MORGAN
60184,"WAYNE, IL",WAYNE,IL,DUPAGE
62895,"WAYNE CITY, IL",WAYNE CITY,IL,WAYNE
61778,"WAYNESVILLE, IL",WAYNESVILLE,IL,DEWITT
60557,"WEDRON, IL",WEDRON,IL,LA SALLE
61882,"WELDON, IL",WELDON,IL,DEWITT
60973,"WELLINGTON, IL",WELLINGTON,IL,IROQUOIS
61377,"WENONA, IL",WENONA,IL,MARSHALL
61378,"WEST BROOKLYN, IL",WEST BROOKLYN,IL,LEE
60185,"WEST CHICAGO, IL",WEST CHICAGO,IL,DUPAGE
60186,"WEST CHICAGO, IL",WEST CHICAGO,IL,DUPAGE
62896,"WEST FRANKFORT, IL",WEST FRANKFORT,IL,FRANKLIN
62475,"WEST LIBERTY, IL",WEST LIBERTY,IL,JASPER
62380,"WEST POINT, IL",WEST POINT,IL,HANCOCK
62476,"WEST SALEM, IL",WEST SALEM,IL,EDWARDS
62477,"WEST UNION, IL",WEST UNION,IL,CLARK
62478,"WEST YORK, IL",WEST YORK,IL,CRAWFORD
60154,"WESTCHESTER, IL",WESTCHESTER,IL,COOK
60558,"WESTERN SPRINGS, IL",WESTERN SPRINGS,IL,COOK
62474,"WESTFIELD, IL",WESTFIELD,IL,CLARK
60559,"WESTMONT, IL",WESTMONT,IL,DUPAGE
61883,"WESTVILLE, IL",WESTVILLE,IL,VERMILION
60187,"WHEATON, IL",WHEATON,IL,DUPAGE
60189,"WHEATON, IL",WHEATON,IL,DUPAGE
62479,"WHEELER, IL",WHEELER,IL,JASPER
60090,"WHEELING, IL",WHEELING,IL,COOK
62092,"WHITE HALL, IL",WHITE HALL,IL,GREENE
61884,"WHITE HEATH, IL",WHITE HEATH,IL,PIATT
62897,"WHITTINGTON, IL",WHITTINGTON,IL,FRANKLIN
61489,"WILLIAMSFIELD, IL",WILLIAMSFIELD,IL,KNOX
62693,"WILLIAMSVILLE, IL",WILLIAMSVILLE,IL,SANGAMON
62997,"WILLISVILLE, IL",WILLISVILLE,IL,PERRY
62480,"WILLOW HILL, IL",WILLOW HILL,IL,JASPER
60480,"WILLOW SPRINGS, IL",WILLOW SPRINGS,IL,COOK
60527,"WILLOWBROOK, IL",WILLOWBROOK,IL,DUPAGE
60091,"WILMETTE, IL",WILMETTE,IL,COOK
60481,"WILMINGTON, IL",WILMINGTON,IL,WILL
62093,"WILSONVILLE, IL",WILSONVILLE,IL,MACOUPIN
62694,"WINCHESTER, IL",WINCHESTER,IL,SCOTT
61957,"WINDSOR, IL",WINDSOR,IL,SHELBY
60190,"WINFIELD, IL",WINFIELD,IL,DUPAGE
61088,"WINNEBAGO, IL",WINNEBAGO,IL,WINNEBAGO
60093,"WINNETKA, IL",WINNETKA,IL,COOK
61089,"WINSLOW, IL",WINSLOW,IL,STEPHENSON
60096,"WINTHROP HARBOR, IL",WINTHROP HARBOR,IL,LAKE
62094,"WITT, IL",WITT,IL,MONTGOMERY
62998,"WOLF LAKE, IL",WOLF LAKE,IL,UNION
60097,"WONDER LAKE, IL",WONDER LAKE,IL,MCHENRY
60191,"WOOD DALE, IL",WOOD DALE,IL,DUPAGE
62095,"WOOD RIVER, IL",WOOD RIVER,IL,MADISON
61490,"WOODHULL, IL",WOODHULL,IL,HENRY
62898,"WOODLAWN, IL",WOODLAWN,IL,JEFFERSON
60517,"WOODRIDGE, IL",WOODRIDGE,IL,DUPAGE
62695,"WOODSON, IL",WOODSON,IL,MORGAN
60098,"WOODSTOCK, IL",WOODSTOCK,IL,MCHENRY
61091,"WOOSUNG, IL",WOOSUNG,IL,OGLE
62097,"WORDEN, IL",WORDEN,IL,MADISON
60482,"WORTH, IL",WORTH,IL,COOK
62098,"WRIGHTS, IL",WRIGHTS,IL,GREENE
61379,"WYANET, IL",WYANET,IL,BUREAU
61491,"WYOMING, IL",WYOMING,IL,STARK
62899,"XENIA, IL",XENIA,IL,CLAY
62481,"YALE, IL",YALE,IL,JASPER
61572,"YATES CITY, IL",YATES CITY,IL,KNOX
60560,"YORKVILLE, IL",YORKVILLE,IL,KENDALL
62999,"ZEIGLER, IL",ZEIGLER,IL,FRANKLIN
60099,"ZION, IL",ZION,IL,LAKE
,,,,
,,,,
"For more information, kindly visit: www.downloadexcelfiles.com",,,,
